// rate library for f01: HAbstraction reaction
// original from rate library.txt, CDW 03/08/01
// SR and JS rename some nodes according to the tree and dictionary correction, Nov., 20, 2002
// JS, comment out 10th, change XH in 23 from C/Cd/H3 to C/H3/Cd
// JS, remove CO_birad to form a new family later: CO + RH -> HCO + R.  Aug, 26, 2003

// JS, define key word for format of the rate: either Arrhenius or Arrhenius_EP
Arrhenius_EP

// Catherina Wijaya thesis, pg 151 -154.

//f01_intermolecular_HA
//No.	XH			Y_rad				Temp.		A			n		a		E0		DA		Dn		Da		DE0		Rank	Comments
960	C/H/CtCsS	C_rad/CtCsS	300-1500	4.04E-02	4.24	0.00	16.5	0	0	0	0	4	Aäron Vandeputte GAVs 
961	C/H/CtCsS	C_rad/CtCsS	300-1500	1.65E-01	4.24	0.00	17.3	0	0	0	0	4	Aäron Vandeputte GAVs 
962	S_pri	H_rad	300-1500	1.16E+04	2.98	0.00	-0.2	0	0	0	0	4	Aäron Vandeputte GAVs 
963	S_pri	C_methyl	300-1500	2.08E+02	2.98	0.00	0.7	0	0	0	0	4	Aäron Vandeputte GAVs 
964	S_pri	C_rad/H2/Cs	300-1500	3.22E+01	2.98	0.00	-0.2	0	0	0	0	4	Aäron Vandeputte GAVs 
965	S_pri	C_rad/H/NonDeC	300-1500	3.92E+01	2.98	0.00	-1.2	0	0	0	0	4	Aäron Vandeputte GAVs 
966	S_pri	C_rad/Cs3	300-1500	8.74E+01	2.98	0.00	-2.8	0	0	0	0	4	Aäron Vandeputte GAVs 
967	S_pri	Cd_pri_rad	300-1500	5.50E+02	2.98	0.00	-1.7	0	0	0	0	4	Aäron Vandeputte GAVs 
968	S_pri	Cd_rad/NonDeC	300-1500	2.91E+02	2.98	0.00	-2.7	0	0	0	0	4	Aäron Vandeputte GAVs 
969	S_pri	Cd_rad/Cd	300-1500	1.95E+02	2.98	0.00	2.4	0	0	0	0	4	Aäron Vandeputte GAVs 
970	S_pri	Cd_rad/Ct	300-1500	3.08E+01	2.98	0.00	-0.2	0	0	0	0	4	Aäron Vandeputte GAVs 
971	S_pri	C_rad/H2/Cd	300-1500	1.43E+02	2.98	0.00	6.0	0	0	0	0	4	Aäron Vandeputte GAVs 
972	S_pri	C_rad/H/CdCs	300-1500	1.14E+02	2.98	0.00	6.1	0	0	0	0	4	Aäron Vandeputte GAVs 
973	S_pri	C_rad/CdCs2	300-1500	2.10E+01	2.98	0.00	5.5	0	0	0	0	4	Aäron Vandeputte GAVs 
974	S_pri	C_rad/H/CdCd	300-1500	2.35E+02	2.98	0.00	13.0	0	0	0	0	4	Aäron Vandeputte GAVs 
975	S_pri	C_rad/CdCdCs	300-1500	1.25E+01	2.98	0.00	13.1	0	0	0	0	4	Aäron Vandeputte GAVs 
976	S_pri	C_rad/H2/Ct	300-1500	1.24E+02	2.98	0.00	4.5	0	0	0	0	4	Aäron Vandeputte GAVs 
977	S_pri	C_rad/H/CtCs	300-1500	3.93E+01	2.98	0.00	4.1	0	0	0	0	4	Aäron Vandeputte GAVs 
978	S_pri	C_rad/CtCs2	300-1500	1.37E+01	2.98	0.00	3.5	0	0	0	0	4	Aäron Vandeputte GAVs 
979	S_pri	C_rad/H/CtCt	300-1500	9.86E+01	2.98	0.00	9.7	0	0	0	0	4	Aäron Vandeputte GAVs 
980	S_pri	C_rad/CtCtCs	300-1500	2.75E+00	2.98	0.00	9.9	0	0	0	0	4	Aäron Vandeputte GAVs 
981	S_pri	Cb_rad	300-1500	3.83E+02	2.98	0.00	-3.2	0	0	0	0	4	Aäron Vandeputte GAVs 
982	S_pri	C_rad/H2/Cb	300-1500	8.91E+01	2.98	0.00	3.2	0	0	0	0	4	Aäron Vandeputte GAVs 
983	S_pri	C_rad/H/CbCs	300-1500	3.35E+01	2.98	0.00	2.8	0	0	0	0	4	Aäron Vandeputte GAVs 
984	S_pri	C_rad/CbCs2	300-1500	2.33E+00	2.98	0.00	1.9	0	0	0	0	4	Aäron Vandeputte GAVs 
985	S_pri	C_rad/H2/S	300-1500	2.83E+01	2.98	0.00	1.0	0	0	0	0	4	Aäron Vandeputte GAVs 
986	S_pri	C_rad/H/CsS	300-1500	6.67E+01	2.98	0.00	-0.3	0	0	0	0	4	Aäron Vandeputte GAVs 
987	S_pri	C_rad/Cs2S	300-1500	1.63E+01	2.98	0.00	-1.4	0	0	0	0	4	Aäron Vandeputte GAVs 
988	S_pri	Cd_rad/NonDeS	300-1500	7.76E+03	2.98	0.00	-1.3	0	0	0	0	4	Aäron Vandeputte GAVs 
989	S_pri	C_rad/H/CdS	300-1500	1.24E+02	2.98	0.00	8.0	0	0	0	0	4	Aäron Vandeputte GAVs 
990	S_pri	C_rad/CdCsS	300-1500	2.26E+01	2.98	0.00	7.5	0	0	0	0	4	Aäron Vandeputte GAVs 
991	S_pri	C_rad/H/CtS	300-1500	8.09E+01	2.98	0.00	7.2	0	0	0	0	4	Aäron Vandeputte GAVs 
992	S_pri	C_rad/CtCsS	300-1500	3.81E+02	2.98	0.00	7.3	0	0	0	0	4	Aäron Vandeputte GAVs 
993	S/H/NonDeC	H_rad	300-1500	3.22E+04	2.98	0.00	-0.5	0	0	0	0	4	Aäron Vandeputte GAVs 
994	S/H/NonDeC	C_methyl	300-1500	5.79E+02	2.98	0.00	0.4	0	0	0	0	4	Aäron Vandeputte GAVs 
995	S/H/NonDeC	C_rad/H2/Cs	300-1500	8.99E+01	2.98	0.00	-0.6	0	0	0	0	4	Aäron Vandeputte GAVs 
996	S/H/NonDeC	C_rad/H/NonDeC	300-1500	1.09E+02	2.98	0.00	-1.5	0	0	0	0	4	Aäron Vandeputte GAVs 
997	S/H/NonDeC	C_rad/Cs3	300-1500	2.44E+02	2.98	0.00	-3.1	0	0	0	0	4	Aäron Vandeputte GAVs 
998	S/H/NonDeC	Cd_pri_rad	300-1500	1.53E+03	2.98	0.00	-2.0	0	0	0	0	4	Aäron Vandeputte GAVs 
999	S/H/NonDeC	Cd_rad/NonDeC	300-1500	8.10E+02	2.98	0.00	-3.0	0	0	0	0	4	Aäron Vandeputte GAVs 
1000	S/H/NonDeC	Cd_rad/Cd	300-1500	5.45E+02	2.98	0.00	2.1	0	0	0	0	4	Aäron Vandeputte GAVs 
1001	S/H/NonDeC	Cd_rad/Ct	300-1500	8.60E+01	2.98	0.00	-0.5	0	0	0	0	4	Aäron Vandeputte GAVs 
1002	S/H/NonDeC	C_rad/H2/Cd	300-1500	4.00E+02	2.98	0.00	5.7	0	0	0	0	4	Aäron Vandeputte GAVs 
1003	S/H/NonDeC	C_rad/H/CdCs	300-1500	3.17E+02	2.98	0.00	5.8	0	0	0	0	4	Aäron Vandeputte GAVs 
1004	S/H/NonDeC	C_rad/CdCs2	300-1500	5.86E+01	2.98	0.00	5.2	0	0	0	0	4	Aäron Vandeputte GAVs 
1005	S/H/NonDeC	C_rad/H/CdCd	300-1500	6.55E+02	2.98	0.00	12.7	0	0	0	0	4	Aäron Vandeputte GAVs 
1006	S/H/NonDeC	C_rad/CdCdCs	300-1500	3.48E+01	2.98	0.00	12.8	0	0	0	0	4	Aäron Vandeputte GAVs 
1007	S/H/NonDeC	C_rad/H2/Ct	300-1500	3.46E+02	2.98	0.00	4.2	0	0	0	0	4	Aäron Vandeputte GAVs 
1008	S/H/NonDeC	C_rad/H/CtCs	300-1500	1.10E+02	2.98	0.00	3.8	0	0	0	0	4	Aäron Vandeputte GAVs 
1009	S/H/NonDeC	C_rad/CtCs2	300-1500	3.81E+01	2.98	0.00	3.2	0	0	0	0	4	Aäron Vandeputte GAVs 
1010	S/H/NonDeC	C_rad/H/CtCt	300-1500	2.75E+02	2.98	0.00	9.4	0	0	0	0	4	Aäron Vandeputte GAVs 
1011	S/H/NonDeC	C_rad/CtCtCs	300-1500	7.66E+00	2.98	0.00	9.6	0	0	0	0	4	Aäron Vandeputte GAVs 
1012	S/H/NonDeC	Cb_rad	300-1500	1.07E+03	2.98	0.00	-3.5	0	0	0	0	4	Aäron Vandeputte GAVs 
1013	S/H/NonDeC	C_rad/H2/Cb	300-1500	2.49E+02	2.98	0.00	2.9	0	0	0	0	4	Aäron Vandeputte GAVs 
1014	S/H/NonDeC	C_rad/H/CbCs	300-1500	9.35E+01	2.98	0.00	2.5	0	0	0	0	4	Aäron Vandeputte GAVs 
1015	S/H/NonDeC	C_rad/CbCs2	300-1500	6.51E+00	2.98	0.00	1.6	0	0	0	0	4	Aäron Vandeputte GAVs 
1016	S/H/NonDeC	C_rad/H2/S	300-1500	7.90E+01	2.98	0.00	0.7	0	0	0	0	4	Aäron Vandeputte GAVs 
1017	S/H/NonDeC	C_rad/H/CsS	300-1500	1.86E+02	2.98	0.00	-0.6	0	0	0	0	4	Aäron Vandeputte GAVs 
1018	S/H/NonDeC	C_rad/Cs2S	300-1500	4.56E+01	2.98	0.00	-1.7	0	0	0	0	4	Aäron Vandeputte GAVs 
1019	S/H/NonDeC	Cd_rad/NonDeS	300-1500	2.16E+04	2.98	0.00	-1.6	0	0	0	0	4	Aäron Vandeputte GAVs 
1020	S/H/NonDeC	C_rad/H/CdS	300-1500	3.44E+02	2.98	0.00	7.7	0	0	0	0	4	Aäron Vandeputte GAVs 
1021	S/H/NonDeC	C_rad/CdCsS	300-1500	6.30E+01	2.98	0.00	7.2	0	0	0	0	4	Aäron Vandeputte GAVs 
1022	S/H/NonDeC	C_rad/H/CtS	300-1500	2.26E+02	2.98	0.00	6.9	0	0	0	0	4	Aäron Vandeputte GAVs 
1023	S/H/NonDeC	C_rad/CtCsS	300-1500	1.06E+03	2.98	0.00	7.0	0	0	0	0	4	Aäron Vandeputte GAVs 
1024	S/H/Cd	H_rad	300-1500	4.42E+04	2.98	0.00	-1.2	0	0	0	0	4	Aäron Vandeputte GAVs 
1025	S/H/Cd	C_methyl	300-1500	7.95E+02	2.98	0.00	-0.2	0	0	0	0	4	Aäron Vandeputte GAVs 
1026	S/H/Cd	C_rad/H2/Cs	300-1500	1.23E+02	2.98	0.00	-1.2	0	0	0	0	4	Aäron Vandeputte GAVs 
1027	S/H/Cd	C_rad/H/NonDeC	300-1500	1.50E+02	2.98	0.00	-2.1	0	0	0	0	4	Aäron Vandeputte GAVs 
1028	S/H/Cd	C_rad/Cs3	300-1500	3.34E+02	2.98	0.00	-3.8	0	0	0	0	4	Aäron Vandeputte GAVs 
1029	S/H/Cd	Cd_pri_rad	300-1500	2.10E+03	2.98	0.00	-2.6	0	0	0	0	4	Aäron Vandeputte GAVs 
1030	S/H/Cd	Cd_rad/NonDeC	300-1500	1.11E+03	2.98	0.00	-3.7	0	0	0	0	4	Aäron Vandeputte GAVs 
1031	S/H/Cd	Cd_rad/Cd	300-1500	7.47E+02	2.98	0.00	1.5	0	0	0	0	4	Aäron Vandeputte GAVs 
1032	S/H/Cd	Cd_rad/Ct	300-1500	1.18E+02	2.98	0.00	-1.2	0	0	0	0	4	Aäron Vandeputte GAVs 
1033	S/H/Cd	C_rad/H2/Cd	300-1500	5.49E+02	2.98	0.00	5.1	0	0	0	0	4	Aäron Vandeputte GAVs 
1034	S/H/Cd	C_rad/H/CdCs	300-1500	4.35E+02	2.98	0.00	5.2	0	0	0	0	4	Aäron Vandeputte GAVs 
1035	S/H/Cd	C_rad/CdCs2	300-1500	8.04E+01	2.98	0.00	4.6	0	0	0	0	4	Aäron Vandeputte GAVs 
1036	S/H/Cd	C_rad/H/CdCd	300-1500	8.98E+02	2.98	0.00	12.1	0	0	0	0	4	Aäron Vandeputte GAVs 
1037	S/H/Cd	C_rad/CdCdCs	300-1500	4.77E+01	2.98	0.00	12.1	0	0	0	0	4	Aäron Vandeputte GAVs 
1038	S/H/Cd	C_rad/H2/Ct	300-1500	4.75E+02	2.98	0.00	3.5	0	0	0	0	4	Aäron Vandeputte GAVs 
1039	S/H/Cd	C_rad/H/CtCs	300-1500	1.50E+02	2.98	0.00	3.2	0	0	0	0	4	Aäron Vandeputte GAVs 
1040	S/H/Cd	C_rad/CtCs2	300-1500	5.22E+01	2.98	0.00	2.6	0	0	0	0	4	Aäron Vandeputte GAVs 
1041	S/H/Cd	C_rad/H/CtCt	300-1500	3.77E+02	2.98	0.00	8.8	0	0	0	0	4	Aäron Vandeputte GAVs 
1042	S/H/Cd	C_rad/CtCtCs	300-1500	1.05E+01	2.98	0.00	8.9	0	0	0	0	4	Aäron Vandeputte GAVs 
1043	S/H/Cd	Cb_rad	300-1500	1.46E+03	2.98	0.00	-4.1	0	0	0	0	4	Aäron Vandeputte GAVs 
1044	S/H/Cd	C_rad/H2/Cb	300-1500	3.41E+02	2.98	0.00	2.3	0	0	0	0	4	Aäron Vandeputte GAVs 
1045	S/H/Cd	C_rad/H/CbCs	300-1500	1.28E+02	2.98	0.00	1.9	0	0	0	0	4	Aäron Vandeputte GAVs 
1046	S/H/Cd	C_rad/CbCs2	300-1500	8.93E+00	2.98	0.00	1.0	0	0	0	0	4	Aäron Vandeputte GAVs 
1047	S/H/Cd	C_rad/H2/S	300-1500	1.08E+02	2.98	0.00	0.0	0	0	0	0	4	Aäron Vandeputte GAVs 
1048	S/H/Cd	C_rad/H/CsS	300-1500	2.55E+02	2.98	0.00	-1.2	0	0	0	0	4	Aäron Vandeputte GAVs 
1049	S/H/Cd	C_rad/Cs2S	300-1500	6.25E+01	2.98	0.00	-2.3	0	0	0	0	4	Aäron Vandeputte GAVs 
1050	S/H/Cd	Cd_rad/NonDeS	300-1500	2.97E+04	2.98	0.00	-2.2	0	0	0	0	4	Aäron Vandeputte GAVs 
1051	S/H/Cd	C_rad/H/CdS	300-1500	4.72E+02	2.98	0.00	7.1	0	0	0	0	4	Aäron Vandeputte GAVs 
1052	S/H/Cd	C_rad/CdCsS	300-1500	8.64E+01	2.98	0.00	6.5	0	0	0	0	4	Aäron Vandeputte GAVs 
1053	S/H/Cd	C_rad/H/CtS	300-1500	3.09E+02	2.98	0.00	6.3	0	0	0	0	4	Aäron Vandeputte GAVs 
1054	S/H/Cd	C_rad/CtCsS	300-1500	1.46E+03	2.98	0.00	6.3	0	0	0	0	4	Aäron Vandeputte GAVs 
1055	S/H/Ct	H_rad	300-1500	4.48E+04	2.98	0.00	-2.7	0	0	0	0	4	Aäron Vandeputte GAVs 
1056	S/H/Ct	C_methyl	300-1500	8.06E+02	2.98	0.00	-1.7	0	0	0	0	4	Aäron Vandeputte GAVs 
1057	S/H/Ct	C_rad/H2/Cs	300-1500	1.25E+02	2.98	0.00	-2.7	0	0	0	0	4	Aäron Vandeputte GAVs 
1058	S/H/Ct	C_rad/H/NonDeC	300-1500	1.52E+02	2.98	0.00	-3.6	0	0	0	0	4	Aäron Vandeputte GAVs 
1059	S/H/Ct	C_rad/Cs3	300-1500	3.39E+02	2.98	0.00	-5.2	0	0	0	0	4	Aäron Vandeputte GAVs 
1060	S/H/Ct	Cd_pri_rad	300-1500	2.13E+03	2.98	0.00	-4.1	0	0	0	0	4	Aäron Vandeputte GAVs 
1061	S/H/Ct	Cd_rad/NonDeC	300-1500	1.13E+03	2.98	0.00	-5.1	0	0	0	0	4	Aäron Vandeputte GAVs 
1062	S/H/Ct	Cd_rad/Cd	300-1500	7.58E+02	2.98	0.00	0.0	0	0	0	0	4	Aäron Vandeputte GAVs 
1063	S/H/Ct	Cd_rad/Ct	300-1500	1.20E+02	2.98	0.00	-2.7	0	0	0	0	4	Aäron Vandeputte GAVs 
1064	S/H/Ct	C_rad/H2/Cd	300-1500	5.57E+02	2.98	0.00	3.6	0	0	0	0	4	Aäron Vandeputte GAVs 
1065	S/H/Ct	C_rad/H/CdCs	300-1500	4.41E+02	2.98	0.00	3.7	0	0	0	0	4	Aäron Vandeputte GAVs 
1066	S/H/Ct	C_rad/CdCs2	300-1500	8.15E+01	2.98	0.00	3.1	0	0	0	0	4	Aäron Vandeputte GAVs 
1067	S/H/Ct	C_rad/H/CdCd	300-1500	9.11E+02	2.98	0.00	10.6	0	0	0	0	4	Aäron Vandeputte GAVs 
1068	S/H/Ct	C_rad/CdCdCs	300-1500	4.84E+01	2.98	0.00	10.6	0	0	0	0	4	Aäron Vandeputte GAVs 
1069	S/H/Ct	C_rad/H2/Ct	300-1500	4.82E+02	2.98	0.00	2.0	0	0	0	0	4	Aäron Vandeputte GAVs 
1070	S/H/Ct	C_rad/H/CtCs	300-1500	1.53E+02	2.98	0.00	1.7	0	0	0	0	4	Aäron Vandeputte GAVs 
1071	S/H/Ct	C_rad/CtCs2	300-1500	5.30E+01	2.98	0.00	1.1	0	0	0	0	4	Aäron Vandeputte GAVs 
1072	S/H/Ct	C_rad/H/CtCt	300-1500	3.82E+02	2.98	0.00	7.3	0	0	0	0	4	Aäron Vandeputte GAVs 
1073	S/H/Ct	C_rad/CtCtCs	300-1500	1.07E+01	2.98	0.00	7.5	0	0	0	0	4	Aäron Vandeputte GAVs 
1074	S/H/Ct	Cb_rad	300-1500	1.49E+03	2.98	0.00	-5.6	0	0	0	0	4	Aäron Vandeputte GAVs 
1075	S/H/Ct	C_rad/H2/Cb	300-1500	3.46E+02	2.98	0.00	0.8	0	0	0	0	4	Aäron Vandeputte GAVs 
1076	S/H/Ct	C_rad/H/CbCs	300-1500	1.30E+02	2.98	0.00	0.4	0	0	0	0	4	Aäron Vandeputte GAVs 
1077	S/H/Ct	C_rad/CbCs2	300-1500	9.05E+00	2.98	0.00	-0.5	0	0	0	0	4	Aäron Vandeputte GAVs 
1078	S/H/Ct	C_rad/H2/S	300-1500	1.10E+02	2.98	0.00	-1.5	0	0	0	0	4	Aäron Vandeputte GAVs 
1079	S/H/Ct	C_rad/H/CsS	300-1500	2.59E+02	2.98	0.00	-2.7	0	0	0	0	4	Aäron Vandeputte GAVs 
1080	S/H/Ct	C_rad/Cs2S	300-1500	6.34E+01	2.98	0.00	-3.8	0	0	0	0	4	Aäron Vandeputte GAVs 
1081	S/H/Ct	Cd_rad/NonDeS	300-1500	3.01E+04	2.98	0.00	-3.7	0	0	0	0	4	Aäron Vandeputte GAVs 
1082	S/H/Ct	C_rad/H/CdS	300-1500	4.79E+02	2.98	0.00	5.6	0	0	0	0	4	Aäron Vandeputte GAVs 
1083	S/H/Ct	C_rad/CdCsS	300-1500	8.76E+01	2.98	0.00	5.1	0	0	0	0	4	Aäron Vandeputte GAVs 
1084	S/H/Ct	C_rad/H/CtS	300-1500	3.14E+02	2.98	0.00	4.8	0	0	0	0	4	Aäron Vandeputte GAVs 
1085	S/H/Ct	C_rad/CtCsS	300-1500	1.48E+03	2.98	0.00	4.9	0	0	0	0	4	Aäron Vandeputte GAVs 
1086	S/H/Cb	H_rad	300-1500	3.64E+03	2.98	0.00	-1.7	0	0	0	0	4	Aäron Vandeputte GAVs 
1087	S/H/Cb	C_methyl	300-1500	6.54E+01	2.98	0.00	-0.7	0	0	0	0	4	Aäron Vandeputte GAVs 
1088	S/H/Cb	C_rad/H2/Cs	300-1500	1.01E+01	2.98	0.00	-1.7	0	0	0	0	4	Aäron Vandeputte GAVs 
1089	S/H/Cb	C_rad/H/NonDeC	300-1500	1.24E+01	2.98	0.00	-2.6	0	0	0	0	4	Aäron Vandeputte GAVs 
1090	S/H/Cb	C_rad/Cs3	300-1500	2.75E+01	2.98	0.00	-4.2	0	0	0	0	4	Aäron Vandeputte GAVs 
1091	S/H/Cb	Cd_pri_rad	300-1500	1.73E+02	2.98	0.00	-3.1	0	0	0	0	4	Aäron Vandeputte GAVs 
1092	S/H/Cb	Cd_rad/NonDeC	300-1500	9.15E+01	2.98	0.00	-4.1	0	0	0	0	4	Aäron Vandeputte GAVs 
1093	S/H/Cb	Cd_rad/Cd	300-1500	6.15E+01	2.98	0.00	1.0	0	0	0	0	4	Aäron Vandeputte GAVs 
1094	S/H/Cb	Cd_rad/Ct	300-1500	9.71E+00	2.98	0.00	-1.6	0	0	0	0	4	Aäron Vandeputte GAVs 
1095	S/H/Cb	C_rad/H2/Cd	300-1500	4.52E+01	2.98	0.00	4.6	0	0	0	0	4	Aäron Vandeputte GAVs 
1096	S/H/Cb	C_rad/H/CdCs	300-1500	3.58E+01	2.98	0.00	4.7	0	0	0	0	4	Aäron Vandeputte GAVs 
1097	S/H/Cb	C_rad/CdCs2	300-1500	6.62E+00	2.98	0.00	4.1	0	0	0	0	4	Aäron Vandeputte GAVs 
1098	S/H/Cb	C_rad/H/CdCd	300-1500	7.40E+01	2.98	0.00	11.6	0	0	0	0	4	Aäron Vandeputte GAVs 
1099	S/H/Cb	C_rad/CdCdCs	300-1500	3.93E+00	2.98	0.00	11.6	0	0	0	0	4	Aäron Vandeputte GAVs 
1100	S/H/Cb	C_rad/H2/Ct	300-1500	3.91E+01	2.98	0.00	3.0	0	0	0	0	4	Aäron Vandeputte GAVs 
1101	S/H/Cb	C_rad/H/CtCs	300-1500	1.24E+01	2.98	0.00	2.7	0	0	0	0	4	Aäron Vandeputte GAVs 
1102	S/H/Cb	C_rad/CtCs2	300-1500	4.30E+00	2.98	0.00	2.1	0	0	0	0	4	Aäron Vandeputte GAVs 
1103	S/H/Cb	C_rad/H/CtCt	300-1500	3.10E+01	2.98	0.00	8.3	0	0	0	0	4	Aäron Vandeputte GAVs 
1104	S/H/Cb	C_rad/CtCtCs	300-1500	8.65E-01	2.98	0.00	8.5	0	0	0	0	4	Aäron Vandeputte GAVs 
1105	S/H/Cb	Cb_rad	300-1500	1.21E+02	2.98	0.00	-4.6	0	0	0	0	4	Aäron Vandeputte GAVs 
1106	S/H/Cb	C_rad/H2/Cb	300-1500	2.81E+01	2.98	0.00	1.8	0	0	0	0	4	Aäron Vandeputte GAVs 
1107	S/H/Cb	C_rad/H/CbCs	300-1500	1.06E+01	2.98	0.00	1.4	0	0	0	0	4	Aäron Vandeputte GAVs 
1108	S/H/Cb	C_rad/CbCs2	300-1500	7.35E-01	2.98	0.00	0.5	0	0	0	0	4	Aäron Vandeputte GAVs 
1109	S/H/Cb	C_rad/H2/S	300-1500	8.92E+00	2.98	0.00	-0.4	0	0	0	0	4	Aäron Vandeputte GAVs 
1110	S/H/Cb	C_rad/H/CsS	300-1500	2.10E+01	2.98	0.00	-1.7	0	0	0	0	4	Aäron Vandeputte GAVs 
1111	S/H/Cb	C_rad/Cs2S	300-1500	5.15E+00	2.98	0.00	-2.8	0	0	0	0	4	Aäron Vandeputte GAVs 
1112	S/H/Cb	Cd_rad/NonDeS	300-1500	2.44E+03	2.98	0.00	-2.7	0	0	0	0	4	Aäron Vandeputte GAVs 
1113	S/H/Cb	C_rad/H/CdS	300-1500	3.89E+01	2.98	0.00	6.6	0	0	0	0	4	Aäron Vandeputte GAVs 
1114	S/H/Cb	C_rad/CdCsS	300-1500	7.11E+00	2.98	0.00	6.1	0	0	0	0	4	Aäron Vandeputte GAVs 
1115	S/H/Cb	C_rad/H/CtS	300-1500	2.55E+01	2.98	0.00	5.8	0	0	0	0	4	Aäron Vandeputte GAVs 
1116	S/H/Cb	C_rad/CtCsS	300-1500	1.20E+02	2.98	0.00	5.9	0	0	0	0	4	Aäron Vandeputte GAVs 
1117	S/H/NonDeS	H_rad	300-1500	4.83E+04	2.98	0.00	-2.5	0	0	0	0	4	Aäron Vandeputte GAVs 
1118	S/H/NonDeS	C_methyl	300-1500	8.69E+02	2.98	0.00	-1.6	0	0	0	0	4	Aäron Vandeputte GAVs 
1119	S/H/NonDeS	C_rad/H2/Cs	300-1500	1.35E+02	2.98	0.00	-2.6	0	0	0	0	4	Aäron Vandeputte GAVs 
1120	S/H/NonDeS	C_rad/H/NonDeC	300-1500	1.64E+02	2.98	0.00	-3.5	0	0	0	0	4	Aäron Vandeputte GAVs 
1121	S/H/NonDeS	C_rad/Cs3	300-1500	3.65E+02	2.98	0.00	-5.1	0	0	0	0	4	Aäron Vandeputte GAVs 
1122	S/H/NonDeS	Cd_pri_rad	300-1500	2.30E+03	2.98	0.00	-4.0	0	0	0	0	4	Aäron Vandeputte GAVs 
1123	S/H/NonDeS	Cd_rad/NonDeC	300-1500	1.21E+03	2.98	0.00	-5.0	0	0	0	0	4	Aäron Vandeputte GAVs 
1124	S/H/NonDeS	Cd_rad/Cd	300-1500	8.17E+02	2.98	0.00	0.1	0	0	0	0	4	Aäron Vandeputte GAVs 
1125	S/H/NonDeS	Cd_rad/Ct	300-1500	1.29E+02	2.98	0.00	-2.5	0	0	0	0	4	Aäron Vandeputte GAVs 
1126	S/H/NonDeS	C_rad/H2/Cd	300-1500	6.00E+02	2.98	0.00	3.7	0	0	0	0	4	Aäron Vandeputte GAVs 
1127	S/H/NonDeS	C_rad/H/CdCs	300-1500	4.75E+02	2.98	0.00	3.8	0	0	0	0	4	Aäron Vandeputte GAVs 
1128	S/H/NonDeS	C_rad/CdCs2	300-1500	8.79E+01	2.98	0.00	3.2	0	0	0	0	4	Aäron Vandeputte GAVs 
1129	S/H/NonDeS	C_rad/H/CdCd	300-1500	9.82E+02	2.98	0.00	10.7	0	0	0	0	4	Aäron Vandeputte GAVs 
1130	S/H/NonDeS	C_rad/CdCdCs	300-1500	5.22E+01	2.98	0.00	10.8	0	0	0	0	4	Aäron Vandeputte GAVs 
1131	S/H/NonDeS	C_rad/H2/Ct	300-1500	5.19E+02	2.98	0.00	2.1	0	0	0	0	4	Aäron Vandeputte GAVs 
1132	S/H/NonDeS	C_rad/H/CtCs	300-1500	1.64E+02	2.98	0.00	1.8	0	0	0	0	4	Aäron Vandeputte GAVs 
1133	S/H/NonDeS	C_rad/CtCs2	300-1500	5.71E+01	2.98	0.00	1.2	0	0	0	0	4	Aäron Vandeputte GAVs 
1134	S/H/NonDeS	C_rad/H/CtCt	300-1500	4.12E+02	2.98	0.00	7.4	0	0	0	0	4	Aäron Vandeputte GAVs 
1135	S/H/NonDeS	C_rad/CtCtCs	300-1500	1.15E+01	2.98	0.00	7.6	0	0	0	0	4	Aäron Vandeputte GAVs 
1136	S/H/NonDeS	Cb_rad	300-1500	1.60E+03	2.98	0.00	-5.5	0	0	0	0	4	Aäron Vandeputte GAVs 
1137	S/H/NonDeS	C_rad/H2/Cb	300-1500	3.73E+02	2.98	0.00	0.9	0	0	0	0	4	Aäron Vandeputte GAVs 
1138	S/H/NonDeS	C_rad/H/CbCs	300-1500	1.40E+02	2.98	0.00	0.5	0	0	0	0	4	Aäron Vandeputte GAVs 
1139	S/H/NonDeS	C_rad/CbCs2	300-1500	9.76E+00	2.98	0.00	-0.4	0	0	0	0	4	Aäron Vandeputte GAVs 
1140	S/H/NonDeS	C_rad/H2/S	300-1500	1.18E+02	2.98	0.00	-1.3	0	0	0	0	4	Aäron Vandeputte GAVs 
1141	S/H/NonDeS	C_rad/H/CsS	300-1500	2.79E+02	2.98	0.00	-2.6	0	0	0	0	4	Aäron Vandeputte GAVs 
1142	S/H/NonDeS	C_rad/Cs2S	300-1500	6.83E+01	2.98	0.00	-3.7	0	0	0	0	4	Aäron Vandeputte GAVs 
1143	S/H/NonDeS	Cd_rad/NonDeS	300-1500	3.24E+04	2.98	0.00	-3.6	0	0	0	0	4	Aäron Vandeputte GAVs 
1144	S/H/NonDeS	C_rad/H/CdS	300-1500	5.17E+02	2.98	0.00	5.7	0	0	0	0	4	Aäron Vandeputte GAVs 
1145	S/H/NonDeS	C_rad/CdCsS	300-1500	9.44E+01	2.98	0.00	5.2	0	0	0	0	4	Aäron Vandeputte GAVs 
1146	S/H/NonDeS	C_rad/H/CtS	300-1500	3.38E+02	2.98	0.00	4.9	0	0	0	0	4	Aäron Vandeputte GAVs 
1147	S/H/NonDeS	C_rad/CtCsS	300-1500	1.59E+03	2.98	0.00	5.0	0	0	0	0	4	Aäron Vandeputte GAVs 

1148	S_pri	S_pri_rad	300-1500	1.53E+03	3.17	0.00	2.1	0	0	0	0	4	Aäron Vandeputte GAVs 
